Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-06-27,S005,P0009,Clothing,East,70,3,24,11.83,30.95,20,Sunny,0,28.45,Autumn
2022-06-27,S005,P0010,Clothing,South,247,104,64,110.61,12.9,5,Rainy,0,9.96,Winter
2022-06-27,S005,P0011,Furniture,West,237,144,189,134.64,67.08,15,Sunny,0,71.71,Summer
2022-06-27,S005,P0012,Furniture,North,418,196,107,205.33,54.4,0,Rainy,0,55.04,Spring
2022-06-27,S005,P0013,Clothing,East,198,1,117,4.01,65.25,20,Rainy,0,64.59,Autumn
2022-06-27,S005,P0014,Electronics,East,145,60,127,51.18,51.04,0,Sunny,1,55.97,Spring
2022-06-27,S005,P0015,Clothing,South,142,1,51,10.7,45.37,5,Rainy,0,41.12,Winter
2022-06-27,S005,P0016,Electronics,North,301,22,136,32.01,18.9,0,Snowy,0,18.96,Spring
2022-06-27,S005,P0017,Electronics,East,126,32,104,34.82,92.55,5,Cloudy,0,90.49,Spring
2022-06-27,S005,P0018,Electronics,East,225,74,25,75.02,12.86,15,Rainy,0,14.13,Summer
2022-06-27,S005,P0019,Toys,North,359,182,77,177.62,86.74,10,Snowy,0,84.63,Winter
2022-06-27,S005,P0020,Groceries,East,299,247,178,240.0,96.43,15,Sunny,1,97.07,Winter
2022-06-28,S001,P0001,Groceries,South,332,256,55,256.57,15.81,10,Snowy,0,17.15,Winter
2022-06-28,S001,P0002,Clothing,South,67,31,49,27.72,42.99,5,Sunny,1,42.93,Autumn
2022-06-28,S001,P0003,Clothing,East,483,226,101,231.56,35.88,0,Cloudy,1,38.44,Spring
2022-06-28,S001,P0004,Clothing,West,150,5,189,1.15,38.81,5,Sunny,1,43.64,Summer
2022-06-28,S001,P0005,Toys,South,152,66,130,72.04,36.09,5,Snowy,0,31.57,Winter
2022-06-28,S001,P0006,Toys,West,434,433,147,449.59,85.33,15,Snowy,0,84.96,Autumn
2022-06-28,S001,P0007,Clothing,East,238,211,127,221.72,83.48,10,Rainy,0,81.38,Winter
2022-06-28,S001,P0008,Electronics,East,254,5,139,18.79,81.56,10,Rainy,0,83.73,Autumn
2022-06-28,S001,P0009,Groceries,North,295,123,134,138.68,96.74,20,Rainy,1,98.48,Winter
2022-06-28,S001,P0010,Furniture,North,399,259,141,264.93,97.31,10,Sunny,1,96.26,Summer
2022-06-28,S001,P0011,Electronics,South,467,337,42,337.05,96.46,0,Rainy,0,100.71,Spring
2022-06-28,S001,P0012,Electronics,East,370,59,44,57.65,54.0,0,Rainy,1,51.75,Summer
2022-06-28,S001,P0013,Toys,West,92,85,82,93.02,93.05,5,Snowy,1,94.91,Winter
2022-06-28,S001,P0014,Groceries,West,144,30,76,29.77,19.85,5,Cloudy,1,18.31,Winter
2022-06-28,S001,P0015,Electronics,South,498,102,149,105.61,53.49,10,Cloudy,0,53.69,Autumn
2022-06-28,S001,P0016,Clothing,West,344,148,137,143.33,93.78,15,Cloudy,0,92.6,Autumn
2022-06-28,S001,P0017,Clothing,North,106,28,191,22.08,97.23,5,Sunny,0,100.18,Summer
2022-06-28,S001,P0018,Groceries,North,485,112,66,123.14,76.09,20,Sunny,1,76.47,Winter
2022-06-28,S001,P0019,Groceries,West,137,7,31,18.81,41.6,0,Snowy,1,37.99,Winter
2022-06-28,S001,P0020,Groceries,West,195,85,137,98.64,34.5,0,Cloudy,1,33.18,Summer
2022-06-28,S002,P0001,Furniture,West,215,76,99,80.56,41.94,20,Rainy,1,39.64,Winter
2022-06-28,S002,P0002,Electronics,North,364,104,138,106.56,33.11,0,Sunny,1,33.28,Spring
2022-06-28,S002,P0003,Toys,South,181,131,160,122.09,41.18,10,Cloudy,1,40.54,Autumn
2022-06-28,S002,P0004,Groceries,West,186,72,51,64.51,93.88,10,Cloudy,0,98.1,Spring
2022-06-28,S002,P0005,Furniture,East,190,89,93,91.7,42.64,0,Snowy,0,41.02,Spring
2022-06-28,S002,P0006,Toys,North,399,335,96,353.52,97.45,15,Snowy,1,98.52,Summer
2022-06-28,S002,P0007,Clothing,East,423,349,52,342.6,61.42,5,Cloudy,1,57.82,Summer
2022-06-28,S002,P0008,Electronics,South,248,146,107,147.56,21.31,0,Cloudy,0,24.0,Spring
2022-06-28,S002,P0009,Furniture,East,175,14,114,11.65,40.63,20,Rainy,0,39.55,Spring
2022-06-28,S002,P0010,Furniture,North,130,78,188,84.13,35.33,10,Rainy,0,35.1,Autumn
2022-06-28,S002,P0011,Electronics,East,187,15,142,7.86,59.98,0,Snowy,0,60.2,Autumn
2022-06-28,S002,P0012,Groceries,West,77,14,101,21.05,60.97,0,Snowy,0,61.39,Summer
2022-06-28,S002,P0013,Groceries,East,135,36,107,42.75,97.18,20,Rainy,1,100.83,Summer
2022-06-28,S002,P0014,Electronics,West,224,223,37,228.25,59.21,5,Cloudy,0,54.31,Summer
2022-06-28,S002,P0015,Groceries,North,159,42,27,37.59,18.07,10,Sunny,0,17.38,Spring
2022-06-28,S002,P0016,Groceries,East,456,232,80,248.05,47.98,5,Cloudy,0,44.84,Summer
2022-06-28,S002,P0017,Furniture,North,414,99,74,108.79,74.71,5,Snowy,1,72.79,Summer
2022-06-28,S002,P0018,Toys,West,242,100,196,109.27,22.8,20,Rainy,0,25.78,Winter
2022-06-28,S002,P0019,Clothing,West,121,97,165,103.8,75.03,10,Rainy,0,74.04,Autumn
2022-06-28,S002,P0020,Electronics,South,196,103,99,100.92,49.63,5,Snowy,0,49.98,Spring
2022-06-28,S003,P0001,Clothing,South,73,42,49,39.02,85.08,20,Cloudy,0,82.58,Autumn
2022-06-28,S003,P0002,Furniture,East,477,66,149,72.43,28.4,20,Sunny,1,24.45,Spring
2022-06-28,S003,P0003,Clothing,East,453,353,106,345.92,21.39,0,Rainy,1,20.19,Winter
2022-06-28,S003,P0004,Clothing,North,485,311,108,324.73,99.01,5,Sunny,0,99.06,Winter
2022-06-28,S003,P0005,Furniture,East,80,2,97,3.54,72.48,5,Sunny,0,76.32,Summer
2022-06-28,S003,P0006,Electronics,North,445,373,73,363.24,10.75,5,Snowy,1,10.41,Autumn
2022-06-28,S003,P0007,Clothing,East,414,199,174,190.15,95.83,0,Snowy,0,96.3,Autumn
2022-06-28,S003,P0008,Clothing,South,179,128,122,133.1,57.87,5,Sunny,1,56.71,Winter
2022-06-28,S003,P0009,Electronics,West,115,2,123,3.72,51.18,10,Cloudy,0,55.08,Summer
2022-06-28,S003,P0010,Toys,West,460,189,150,183.9,89.69,5,Sunny,1,92.9,Spring
2022-06-28,S003,P0011,Electronics,West,231,96,151,101.39,47.07,5,Rainy,0,45.77,Winter
2022-06-28,S003,P0012,Furniture,West,105,75,103,65.25,48.14,20,Rainy,0,43.25,Autumn
2022-06-28,S003,P0013,Groceries,North,206,188,123,180.16,86.28,0,Rainy,1,86.23,Autumn
2022-06-28,S003,P0014,Electronics,West,221,198,67,205.19,48.05,5,Cloudy,1,44.86,Spring
2022-06-28,S003,P0015,Furniture,North,343,330,33,342.88,89.43,20,Rainy,0,92.73,Autumn
2022-06-28,S003,P0016,Furniture,East,373,90,60,104.34,43.81,15,Snowy,0,39.4,Summer
2022-06-28,S003,P0017,Groceries,East,81,62,140,65.43,63.81,15,Rainy,0,61.39,Spring
2022-06-28,S003,P0018,Groceries,South,233,36,36,53.56,42.02,0,Snowy,1,46.43,Spring
2022-06-28,S003,P0019,Clothing,East,427,42,131,40.09,78.04,5,Rainy,0,81.11,Winter
2022-06-28,S003,P0020,Clothing,North,258,84,30,99.54,23.64,0,Sunny,1,23.44,Spring
2022-06-28,S004,P0001,Electronics,North,255,210,64,206.79,87.83,0,Sunny,1,92.32,Summer
2022-06-28,S004,P0002,Furniture,East,331,158,188,161.34,92.42,10,Snowy,0,90.23,Winter
2022-06-28,S004,P0003,Groceries,East,185,104,52,108.8,81.88,5,Snowy,1,78.68,Spring
2022-06-28,S004,P0004,Electronics,South,471,37,95,52.69,36.38,20,Sunny,0,39.87,Summer
2022-06-28,S004,P0005,Furniture,South,87,85,76,84.48,89.86,15,Sunny,1,94.17,Winter
2022-06-28,S004,P0006,Clothing,West,406,330,43,334.4,44.93,5,Cloudy,1,45.0,Spring
2022-06-28,S004,P0007,Groceries,South,413,272,103,284.14,86.04,0,Rainy,0,86.33,Winter
2022-06-28,S004,P0008,Furniture,South,184,6,112,25.61,57.03,20,Snowy,0,60.96,Autumn
2022-06-28,S004,P0009,Furniture,West,242,93,74,91.95,20.46,5,Snowy,0,16.2,Winter
2022-06-28,S004,P0010,Groceries,South,185,60,50,57.36,51.69,0,Sunny,0,52.41,Autumn
2022-06-28,S004,P0011,Electronics,South,198,71,122,73.3,46.7,20,Sunny,1,49.0,Spring
2022-06-28,S004,P0012,Clothing,North,296,28,71,35.66,91.25,20,Sunny,1,91.32,Summer
2022-06-28,S004,P0013,Clothing,South,489,174,48,188.02,67.62,0,Snowy,1,69.09,Summer
2022-06-28,S004,P0014,Toys,South,211,35,136,45.35,18.4,10,Snowy,0,19.87,Spring
2022-06-28,S004,P0015,Toys,East,372,169,171,168.03,33.54,10,Snowy,0,31.65,Summer
2022-06-28,S004,P0016,Groceries,West,287,170,186,183.01,15.75,5,Rainy,1,10.77,Summer
2022-06-28,S004,P0017,Clothing,North,79,1,162,15.97,52.85,15,Rainy,0,55.32,Autumn
2022-06-28,S004,P0018,Groceries,East,360,105,123,106.07,27.09,10,Rainy,0,26.28,Spring
2022-06-28,S004,P0019,Groceries,North,89,79,198,85.59,11.22,15,Rainy,1,6.52,Autumn
2022-06-28,S004,P0020,Furniture,South,376,299,136,300.14,86.66,20,Rainy,1,84.4,Spring
2022-06-28,S005,P0001,Clothing,South,236,86,149,93.46,19.0,5,Cloudy,1,19.33,Autumn
2022-06-28,S005,P0002,Furniture,North,87,44,37,54.22,80.0,10,Rainy,0,78.68,Summer
2022-06-28,S005,P0003,Furniture,South,217,28,155,20.91,10.79,10,Cloudy,1,12.38,Winter
2022-06-28,S005,P0004,Furniture,West,437,129,53,140.48,44.4,20,Snowy,1,42.27,Summer
2022-06-28,S005,P0005,Groceries,South,352,327,115,330.04,19.24,15,Rainy,1,20.02,Autumn
2022-06-28,S005,P0006,Furniture,North,443,29,107,47.45,77.24,20,Rainy,1,81.15,Autumn
2022-06-28,S005,P0007,Electronics,West,143,116,161,113.13,81.74,10,Cloudy,0,80.7,Summer
2022-06-28,S005,P0008,Clothing,South,276,261,101,266.99,10.1,20,Sunny,1,6.2,Spring
2022-06-28,S005,P0009,Furniture,East,220,4,165,5.64,49.77,0,Cloudy,1,45.73,Winter
2022-06-28,S005,P0010,Furniture,North,177,70,169,88.08,96.55,15,Sunny,0,98.19,Autumn
2022-06-28,S005,P0011,Groceries,North,226,178,109,171.6,83.4,5,Cloudy,1,88.25,Autumn
2022-06-28,S005,P0012,Furniture,West,425,192,50,198.87,59.33,20,Sunny,1,58.31,Winter
2022-06-28,S005,P0013,Furniture,North,85,48,154,61.05,58.43,10,Cloudy,1,60.02,Summer
2022-06-28,S005,P0014,Groceries,East,162,19,159,13.62,86.64,10,Snowy,0,85.27,Winter
2022-06-28,S005,P0015,Electronics,North,197,146,22,139.04,73.69,20,Sunny,1,70.64,Winter
2022-06-28,S005,P0016,Toys,East,495,222,169,217.82,44.27,15,Snowy,0,41.23,Spring
2022-06-28,S005,P0017,Clothing,South,234,193,169,187.6,60.36,20,Rainy,1,63.09,Autumn
2022-06-28,S005,P0018,Furniture,South,226,76,60,82.62,59.48,0,Snowy,0,55.84,Winter
2022-06-28,S005,P0019,Electronics,East,259,104,138,121.16,91.93,5,Sunny,0,91.66,Summer
2022-06-28,S005,P0020,Electronics,South,82,43,97,50.87,76.43,5,Sunny,0,73.78,Summer
2022-06-29,S001,P0001,Clothing,North,58,22,103,22.15,80.64,0,Rainy,1,85.29,Summer
2022-06-29,S001,P0002,Clothing,East,319,319,49,322.66,17.45,15,Snowy,0,18.29,Autumn
2022-06-29,S001,P0003,Furniture,East,274,212,156,230.91,63.73,10,Rainy,0,61.73,Summer
2022-06-29,S001,P0004,Toys,East,435,332,57,349.04,64.04,10,Rainy,0,63.4,Winter
2022-06-29,S001,P0005,Electronics,West,168,121,149,131.81,26.09,10,Rainy,1,23.38,Spring
2022-06-29,S001,P0006,Furniture,South,237,1,165,3.7,95.2,15,Cloudy,0,91.46,Winter
2022-06-29,S001,P0007,Toys,South,340,144,182,150.99,12.43,15,Snowy,1,8.05,Spring
2022-06-29,S001,P0008,Toys,East,140,51,33,49.77,38.77,15,Sunny,1,36.81,Spring
2022-06-29,S001,P0009,Groceries,South,256,154,141,167.86,26.96,15,Sunny,1,31.62,Autumn
2022-06-29,S001,P0010,Electronics,East,392,206,195,216.43,22.46,0,Rainy,0,23.57,Autumn
2022-06-29,S001,P0011,Groceries,South,262,76,181,73.96,56.2,0,Rainy,1,57.53,Autumn
2022-06-29,S001,P0012,Clothing,West,115,105,56,96.39,72.61,15,Sunny,0,73.7,Spring
2022-06-29,S001,P0013,Groceries,West,316,222,171,220.07,20.98,20,Snowy,1,19.09,Summer
2022-06-29,S001,P0014,Clothing,West,111,39,97,32.59,49.65,5,Snowy,1,53.52,Autumn
2022-06-29,S001,P0015,Electronics,West,157,147,74,153.85,71.84,0,Cloudy,0,76.07,Autumn
2022-06-29,S001,P0016,Furniture,West,246,27,111,30.92,69.64,5,Sunny,0,71.73,Spring
2022-06-29,S001,P0017,Furniture,West,282,117,93,122.91,85.3,0,Sunny,0,86.81,Autumn
2022-06-29,S001,P0018,Furniture,East,468,60,27,51.13,87.82,10,Sunny,1,86.19,Summer
2022-06-29,S001,P0019,Toys,West,107,45,67,46.35,39.16,5,Sunny,1,37.18,Autumn
2022-06-29,S001,P0020,Toys,West,96,59,107,59.19,20.85,10,Cloudy,1,23.97,Summer
2022-06-29,S002,P0001,Furniture,East,238,60,124,65.1,91.44,0,Cloudy,1,89.54,Spring
2022-06-29,S002,P0002,Toys,South,418,44,97,42.38,27.46,0,Snowy,1,29.49,Summer
2022-06-29,S002,P0003,Electronics,West,189,45,32,59.52,38.02,0,Cloudy,1,34.14,Winter
2022-06-29,S002,P0004,Groceries,East,267,168,88,169.97,66.97,5,Rainy,1,68.58,Autumn
2022-06-29,S002,P0005,Groceries,East,481,256,184,275.18,89.93,0,Cloudy,1,88.26,Summer
2022-06-29,S002,P0006,Groceries,South,107,48,136,46.6,28.76,15,Sunny,0,26.75,Winter
2022-06-29,S002,P0007,Furniture,East,244,73,182,91.67,56.75,15,Cloudy,1,53.16,Spring
2022-06-29,S002,P0008,Furniture,South,367,40,111,56.04,50.64,15,Cloudy,1,49.41,Winter
2022-06-29,S002,P0009,Furniture,South,139,15,153,33.84,13.75,20,Snowy,1,9.85,Summer
2022-06-29,S002,P0010,Furniture,East,69,64,42,55.42,74.04,5,Rainy,1,75.09,Spring
2022-06-29,S002,P0011,Furniture,East,490,1,135,-3.21,18.8,0,Cloudy,1,16.82,Spring
2022-06-29,S002,P0012,Toys,West,228,161,193,174.45,84.26,0,Snowy,1,82.44,Winter
2022-06-29,S002,P0013,Groceries,East,348,157,102,170.81,41.92,0,Sunny,0,45.24,Spring
2022-06-29,S002,P0014,Toys,East,201,143,122,135.31,20.76,5,Sunny,1,17.99,Autumn
2022-06-29,S002,P0015,Toys,East,403,311,90,316.12,24.42,5,Cloudy,0,23.6,Summer
2022-06-29,S002,P0016,Furniture,North,371,143,132,154.54,41.39,10,Cloudy,0,40.63,Winter
2022-06-29,S002,P0017,Groceries,North,342,132,175,136.47,46.6,15,Snowy,1,49.27,Autumn
2022-06-29,S002,P0018,Toys,West,271,90,71,96.63,24.18,10,Rainy,0,23.99,Autumn
2022-06-29,S002,P0019,Electronics,East,449,30,130,34.24,21.99,20,Snowy,1,18.69,Spring
2022-06-29,S002,P0020,Toys,East,307,224,129,214.66,26.17,5,Rainy,0,29.2,Autumn
2022-06-29,S003,P0001,Toys,North,212,32,191,44.24,55.7,0,Sunny,0,60.26,Spring
2022-06-29,S003,P0002,Electronics,East,190,91,159,96.79,43.22,20,Snowy,0,38.41,Summer
2022-06-29,S003,P0003,Clothing,West,64,7,108,22.75,67.39,20,Cloudy,1,72.09,Summer
2022-06-29,S003,P0004,Groceries,West,357,49,35,56.66,48.48,5,Sunny,1,46.59,Summer
2022-06-29,S003,P0005,Clothing,East,99,57,138,72.43,23.79,5,Rainy,0,27.32,Spring
2022-06-29,S003,P0006,Groceries,South,67,6,44,-1.44,67.61,0,Rainy,1,70.91,Summer
2022-06-29,S003,P0007,Toys,South,98,95,144,97.14,30.14,5,Snowy,0,34.55,Summer
2022-06-29,S003,P0008,Electronics,North,412,392,130,401.21,46.38,0,Cloudy,1,46.73,Spring
2022-06-29,S003,P0009,Toys,East,206,148,95,164.93,55.39,20,Rainy,1,51.09,Summer
2022-06-29,S003,P0010,Clothing,East,186,180,87,185.26,42.26,10,Rainy,1,37.9,Spring
2022-06-29,S003,P0011,Groceries,West,411,347,113,352.79,52.23,5,Snowy,1,52.82,Spring
2022-06-29,S003,P0012,Furniture,North,277,236,127,240.01,35.15,10,Snowy,0,38.69,Winter
2022-06-29,S003,P0013,Furniture,North,499,467,88,471.99,57.91,10,Sunny,1,57.72,Spring
2022-06-29,S003,P0014,Toys,West,118,50,20,57.6,89.35,20,Snowy,0,90.21,Autumn
2022-06-29,S003,P0015,Toys,East,234,155,165,165.43,26.05,20,Sunny,1,22.27,Autumn
2022-06-29,S003,P0016,Clothing,North,316,39,95,37.91,50.38,10,Snowy,0,55.19,Autumn
2022-06-29,S003,P0017,Groceries,South,324,264,178,254.05,79.13,15,Sunny,0,74.2,Spring
2022-06-29,S003,P0018,Electronics,North,337,213,44,209.99,13.53,5,Cloudy,1,9.29,Autumn
2022-06-29,S003,P0019,Toys,North,391,335,135,342.78,91.63,10,Cloudy,1,95.11,Winter
2022-06-29,S003,P0020,Toys,South,251,104,34,116.98,21.05,15,Cloudy,0,22.13,Autumn
2022-06-29,S004,P0001,Toys,South,228,90,143,104.06,60.74,10,Snowy,1,65.57,Summer
2022-06-29,S004,P0002,Toys,South,135,82,52,90.03,63.64,0,Rainy,0,60.01,Spring
2022-06-29,S004,P0003,Electronics,South,72,33,60,48.89,46.36,5,Cloudy,0,41.68,Spring
2022-06-29,S004,P0004,Furniture,North,276,22,136,34.34,37.2,10,Sunny,1,40.12,Autumn
2022-06-29,S004,P0005,Groceries,West,323,266,88,285.65,56.69,0,Rainy,0,55.82,Autumn
2022-06-29,S004,P0006,Groceries,South,347,245,186,262.63,89.66,5,Sunny,1,85.81,Autumn
2022-06-29,S004,P0007,Clothing,North,181,35,80,40.99,96.55,10,Snowy,1,99.55,Autumn
2022-06-29,S004,P0008,Clothing,East,81,77,199,95.41,87.72,5,Sunny,1,91.37,Autumn
2022-06-29,S004,P0009,Furniture,North,259,245,151,235.99,25.51,10,Rainy,1,29.97,Spring
2022-06-29,S004,P0010,Groceries,East,369,115,96,120.91,75.29,10,Sunny,1,70.92,Spring
2022-06-29,S004,P0011,Furniture,East,205,63,71,79.19,46.55,0,Snowy,1,49.65,Autumn
2022-06-29,S004,P0012,Groceries,North,276,150,71,159.61,95.59,10,Rainy,1,96.87,Spring
2022-06-29,S004,P0013,Clothing,North,320,282,109,280.35,17.23,15,Sunny,1,21.71,Winter
2022-06-29,S004,P0014,Furniture,North,398,94,82,88.19,49.78,0,Snowy,0,54.22,Summer
2022-06-29,S004,P0015,Furniture,East,398,386,94,383.5,28.34,15,Snowy,0,31.62,Autumn
2022-06-29,S004,P0016,Furniture,South,409,46,129,43.83,36.66,20,Snowy,0,36.65,Summer
2022-06-29,S004,P0017,Groceries,East,344,266,22,266.42,89.37,20,Snowy,0,87.15,Autumn
2022-06-29,S004,P0018,Toys,East,385,51,173,50.66,52.32,15,Rainy,0,48.12,Spring
2022-06-29,S004,P0019,Groceries,South,70,63,102,70.22,88.43,15,Cloudy,1,88.88,Winter
2022-06-29,S004,P0020,Furniture,West,317,214,94,224.32,40.24,15,Cloudy,0,44.28,Winter
2022-06-29,S005,P0001,Groceries,East,291,180,135,191.06,68.49,5,Rainy,0,70.5,Summer
2022-06-29,S005,P0002,Furniture,North,391,198,36,209.29,86.92,20,Snowy,0,90.08,Spring
2022-06-29,S005,P0003,Toys,East,156,125,28,132.78,78.95,10,Sunny,1,79.48,Autumn
2022-06-29,S005,P0004,Electronics,South,74,38,178,37.8,87.91,0,Rainy,1,90.34,Autumn
2022-06-29,S005,P0005,Electronics,North,156,128,163,144.06,59.34,5,Rainy,1,59.76,Autumn
2022-06-29,S005,P0006,Electronics,West,493,372,160,386.21,28.62,15,Sunny,0,33.59,Spring
2022-06-29,S005,P0007,Electronics,East,183,84,72,94.43,70.71,15,Rainy,0,71.41,Summer
2022-06-29,S005,P0008,Furniture,East,335,73,141,80.18,73.95,15,Cloudy,0,70.82,Spring
2022-06-29,S005,P0009,Clothing,West,312,136,71,152.39,30.8,20,Rainy,1,29.76,Autumn
2022-06-29,S005,P0010,Electronics,West,60,18,156,9.79,77.69,5,Sunny,0,81.96,Winter
2022-06-29,S005,P0011,Groceries,East,440,251,56,258.5,70.02,10,Snowy,1,67.26,Spring
2022-06-29,S005,P0012,Furniture,East,415,318,153,325.26,65.72,20,Snowy,1,66.45,Autumn
2022-06-29,S005,P0013,Toys,North,176,54,61,64.38,65.97,10,Rainy,1,63.34,Winter
2022-06-29,S005,P0014,Toys,East,188,143,75,155.55,98.56,20,Sunny,1,97.18,Autumn
2022-06-29,S005,P0015,Electronics,North,350,137,130,146.67,32.32,10,Snowy,1,30.18,Winter
2022-06-29,S005,P0016,Groceries,South,317,237,130,242.46,89.07,20,Snowy,1,88.71,Winter
2022-06-29,S005,P0017,Electronics,East,420,405,106,424.58,48.48,20,Sunny,1,48.45,Autumn
2022-06-29,S005,P0018,Clothing,East,382,140,152,135.24,82.35,0,Cloudy,1,80.52,Winter
2022-06-29,S005,P0019,Clothing,South,252,161,129,154.55,31.32,10,Cloudy,0,34.59,Autumn
2022-06-29,S005,P0020,Electronics,West,349,114,31,127.88,33.37,5,Cloudy,0,32.27,Winter
2022-06-30,S001,P0001,Clothing,North,452,151,129,159.37,74.75,5,Sunny,0,73.99,Summer
2022-06-30,S001,P0002,Toys,South,305,122,42,132.14,79.6,15,Cloudy,1,82.18,Winter
2022-06-30,S001,P0003,Toys,West,341,224,92,216.34,38.96,5,Cloudy,0,38.37,Spring
2022-06-30,S001,P0004,Toys,South,311,68,159,83.6,21.06,10,Cloudy,1,20.73,Summer
2022-06-30,S001,P0005,Toys,West,231,101,182,105.05,73.12,15,Cloudy,0,74.19,Autumn
2022-06-30,S001,P0006,Furniture,West,72,50,200,47.06,84.97,5,Snowy,1,82.54,Winter
2022-06-30,S001,P0007,Toys,North,95,68,83,72.21,83.15,5,Sunny,1,83.69,Winter
2022-06-30,S001,P0008,Toys,North,499,0,65,-3.77,99.18,5,Snowy,1,101.81,Spring
2022-06-30,S001,P0009,Furniture,South,133,84,32,89.2,46.91,5,Cloudy,0,47.75,Spring
2022-06-30,S001,P0010,Groceries,North,479,338,154,339.57,34.45,20,Cloudy,1,35.1,Autumn
2022-06-30,S001,P0011,Toys,North,470,463,131,456.32,65.41,0,Snowy,1,62.72,Summer
2022-06-30,S001,P0012,Clothing,South,226,16,113,8.99,71.76,20,Sunny,0,73.07,Summer
2022-06-30,S001,P0013,Furniture,South,123,21,30,13.36,63.08,15,Rainy,0,58.62,Spring
2022-06-30,S001,P0014,Electronics,North,312,138,103,129.79,16.1,10,Sunny,0,12.49,Autumn
2022-06-30,S001,P0015,Furniture,East,214,121,159,118.67,24.22,0,Cloudy,1,27.5,Autumn
2022-06-30,S001,P0016,Furniture,South,54,18,47,29.25,76.0,10,Sunny,0,79.3,Autumn
2022-06-30,S001,P0017,Furniture,East,214,191,53,190.85,92.63,20,Rainy,1,89.38,Winter
2022-06-30,S001,P0018,Groceries,West,438,344,148,355.5,44.96,20,Snowy,1,42.8,Spring
2022-06-30,S001,P0019,Electronics,West,129,118,70,113.56,22.54,15,Sunny,0,19.68,Autumn
2022-06-30,S001,P0020,Clothing,North,284,24,53,16.05,65.25,10,Snowy,1,65.08,Summer
2022-06-30,S002,P0001,Toys,East,163,42,162,55.61,76.47,15,Snowy,0,79.28,Winter
2022-06-30,S002,P0002,Electronics,South,178,66,179,62.28,68.55,0,Rainy,0,64.62,Winter
2022-06-30,S002,P0003,Clothing,North,95,59,67,52.11,30.05,15,Cloudy,1,31.43,Spring
2022-06-30,S002,P0004,Electronics,East,94,18,151,26.05,42.82,15,Cloudy,0,41.31,Winter
2022-06-30,S002,P0005,Electronics,South,148,102,163,102.78,70.35,10,Cloudy,0,65.58,Autumn
2022-06-30,S002,P0006,Toys,East,146,62,166,55.5,82.57,20,Snowy,1,81.53,Spring
2022-06-30,S002,P0007,Clothing,West,409,242,42,261.21,40.68,10,Rainy,0,36.81,Winter
2022-06-30,S002,P0008,Furniture,East,451,438,114,455.89,97.66,5,Rainy,0,98.13,Spring
2022-06-30,S002,P0009,Electronics,North,374,281,91,287.93,86.05,5,Rainy,1,89.07,Winter
2022-06-30,S002,P0010,Groceries,North,234,30,79,20.61,69.13,0,Cloudy,1,67.51,Winter
2022-06-30,S002,P0011,Clothing,South,405,339,107,347.36,17.33,0,Cloudy,0,16.38,Spring
2022-06-30,S002,P0012,Toys,North,444,292,184,290.81,99.55,0,Rainy,1,101.79,Winter
2022-06-30,S002,P0013,Clothing,South,330,212,96,218.03,64.67,20,Rainy,0,68.75,Spring
2022-06-30,S002,P0014,Toys,East,194,35,25,39.62,10.44,0,Cloudy,0,14.43,Summer
2022-06-30,S002,P0015,Electronics,West,336,249,123,255.54,80.2,20,Snowy,0,75.46,Spring
2022-06-30,S002,P0016,Electronics,North,496,115,193,133.36,59.58,15,Rainy,1,57.18,Spring
2022-06-30,S002,P0017,Clothing,West,190,53,176,45.92,27.45,20,Cloudy,0,25.73,Summer
2022-06-30,S002,P0018,Clothing,North,198,66,193,78.63,16.53,0,Snowy,1,15.44,Spring
2022-06-30,S002,P0019,Toys,North,383,240,96,232.64,73.26,10,Cloudy,1,75.14,Winter
2022-06-30,S002,P0020,Electronics,North,239,205,104,197.53,45.13,5,Sunny,1,41.93,Spring
2022-06-30,S003,P0001,Groceries,East,267,12,32,21.86,11.99,0,Rainy,1,9.83,Winter
2022-06-30,S003,P0002,Electronics,West,275,217,93,213.48,50.76,10,Rainy,1,53.11,Summer
2022-06-30,S003,P0003,Furniture,West,336,316,128,308.8,82.9,5,Snowy,1,84.36,Summer
2022-06-30,S003,P0004,Toys,West,65,63,83,54.13,85.4,0,Sunny,1,85.54,Spring
2022-06-30,S003,P0005,Clothing,East,357,196,40,187.06,73.98,5,Snowy,1,77.81,Spring
2022-06-30,S003,P0006,Groceries,West,249,94,111,89.97,77.15,10,Sunny,0,76.22,Autumn
2022-06-30,S003,P0007,Groceries,South,401,23,76,23.05,75.48,0,Sunny,0,79.21,Autumn
2022-06-30,S003,P0008,Clothing,North,216,175,103,166.41,32.32,0,Snowy,1,32.71,Spring
2022-06-30,S003,P0009,Groceries,North,270,3,82,13.43,39.1,10,Cloudy,1,37.18,Autumn
2022-06-30,S003,P0010,Electronics,South,359,231,118,232.94,66.22,15,Rainy,0,67.49,Spring
2022-06-30,S003,P0011,Clothing,South,434,221,90,217.23,72.48,20,Snowy,1,76.17,Winter
2022-06-30,S003,P0012,Electronics,East,484,417,100,428.02,40.45,0,Sunny,0,36.9,Winter
2022-06-30,S003,P0013,Furniture,South,323,252,56,264.71,21.28,0,Cloudy,1,17.15,Summer
